0.5	0.87266	0.0341011
0.5517241379310345	0.816329	0.0154089
0.603448275862069	0.688876	0.0219868
0.6551724137931034	0.551415	0.0261285
0.7068965517241379	0.433376	0.0195621
0.7586206896551724	0.359036	0.0138419
0.8103448275862069	0.288288	0.0092271
0.8620689655172413	0.233874	0.0092014
0.9137931034482758	0.193034	0.00745805
0.9655172413793103	0.155813	0.00589072
1.0172413793103448	0.132736	0.00539378
1.0689655172413794	0.11467	0.0054911
1.1206896551724137	0.101579	0.00510466
1.1724137931034484	0.0902656	0.00486578
1.2241379310344827	0.0806688	0.00435361
1.2758620689655173	0.0707294	0.00423644
1.3275862068965516	0.0636474	0.00403529
1.3793103448275863	0.057287	0.00385978
1.4310344827586206	0.0526908	0.00339657
1.4827586206896552	0.0480046	0.00312101
1.5344827586206897	0.0438416	0.0029223
1.5862068965517242	0.0407112	0.00268376
1.6379310344827587	0.0379286	0.00236106
1.6896551724137931	0.034966	0.00199553
1.7413793103448276	0.0327984	0.00182469
1.793103448275862	0.0309762	0.00159935
1.8448275862068966	0.0296826	0.0015543
1.896551724137931	0.0279066	0.00165872
1.9482758620689655	0.0269432	0.00143868
2.0	0.0256472	0.00149201
