-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 3.44828e-05 2.61478e-05
-3.475 4.31034e-05 2.95502e-05
-3.425 5.17241e-05 4.24082e-05
-3.375 8.62069e-05 5.91005e-05
-3.325 0.000112069 6.12918e-05
-3.275 0.000267241 0.000148554
-3.225 0.0005 0.000242577
-3.175 0.00075 0.0002587
-3.125 0.00114655 0.000404397
-3.075 0.00135345 0.000334384
-3.025 0.00126724 0.000262408
-2.975 0.00162931 0.000312368
-2.925 0.00203448 0.000278703
-2.875 0.00292241 0.000364213
-2.825 0.00386207 0.00042222
-2.775 0.00517241 0.000601227
-2.725 0.00730172 0.00072355
-2.675 0.00925 0.00089067
-2.625 0.0119224 0.00102635
-2.575 0.0154828 0.0010541
-2.525 0.019819 0.00122453
-2.475 0.023569 0.00123797
-2.425 0.0285172 0.00145024
-2.375 0.0355259 0.00152771
-2.325 0.0449224 0.00168214
-2.275 0.0535603 0.00150452
-2.225 0.0637586 0.00167683
-2.175 0.0740603 0.0016257
-2.125 0.0862414 0.00203271
-2.075 0.101759 0.00222963
-2.025 0.113897 0.00221538
-1.975 0.128466 0.00260159
-1.925 0.141621 0.00261877
-1.875 0.151509 0.00281826
-1.825 0.169043 0.00324757
-1.775 0.181819 0.00361363
-1.725 0.194828 0.00481478
-1.675 0.207759 0.00440044
-1.625 0.220828 0.00412951
-1.575 0.229103 0.00335349
-1.525 0.243259 0.00234343
-1.475 0.249586 0.00318514
-1.425 0.26025 0.00361336
-1.375 0.260086 0.0040346
-1.325 0.261095 0.00322414
-1.275 0.263509 0.00276342
-1.225 0.273474 0.00396726
-1.175 0.274698 0.0038195
-1.125 0.272966 0.00411044
-1.075 0.273017 0.00308381
-1.025 0.274526 0.00203419
-0.975 0.274009 0.00371578
-0.925 0.270457 0.00386892
-0.875 0.265017 0.00382951
-0.825 0.259293 0.00363525
-0.775 0.255431 0.00327655
-0.725 0.254276 0.00375565
-0.675 0.250422 0.00324196
-0.625 0.2465 0.00301658
-0.575 0.241698 0.00327625
-0.525 0.236448 0.00369135
-0.475 0.236526 0.0034576
-0.425 0.232121 0.0034844
-0.375 0.231879 0.0024343
-0.325 0.232009 0.00337487
-0.275 0.228129 0.003321
-0.225 0.225543 0.00242918
-0.175 0.220086 0.00279181
-0.125 0.224362 0.00351672
-0.075 0.220284 0.00394133
-0.025 0.218991 0.00324349
0.025 0.220129 0.00232589
0.075 0.223259 0.00296737
0.125 0.22681 0.00316128
0.175 0.222241 0.00328999
0.225 0.225569 0.00355399
0.275 0.226991 0.00356512
0.325 0.230767 0.00361452
0.375 0.234491 0.00323124
0.425 0.238259 0.00353938
0.475 0.243207 0.00370105
0.525 0.239957 0.00308473
0.575 0.238336 0.00303841
0.625 0.23881 0.0030587
0.675 0.240991 0.00371694
0.725 0.249233 0.0041225
0.775 0.249897 0.00382944
0.825 0.254836 0.00330359
0.875 0.262845 0.00297346
0.925 0.263 0.00228376
0.975 0.265198 0.00280278
1.025 0.264319 0.00287682
1.075 0.272328 0.00358765
1.125 0.270759 0.00355207
1.175 0.271466 0.00409018
1.225 0.267474 0.0042634
1.275 0.26381 0.00375895
1.325 0.262379 0.00393588
1.375 0.258655 0.00304755
1.425 0.250698 0.00333661
1.475 0.24725 0.00297801
1.525 0.244517 0.00348254
1.575 0.234043 0.00290018
1.625 0.221448 0.00308797
1.675 0.207397 0.00313878
1.725 0.194629 0.00380406
1.775 0.180638 0.00348707
1.825 0.165491 0.00362164
1.875 0.151733 0.00360131
1.925 0.13419 0.00290567
1.975 0.122147 0.00315165
2.025 0.108034 0.00292635
2.075 0.0956724 0.00223862
2.125 0.0799741 0.00252947
2.175 0.0707155 0.00298491
2.225 0.0602241 0.00337357
2.275 0.0496466 0.00279431
2.325 0.0397931 0.00231348
2.375 0.0343103 0.00163725
2.425 0.0268448 0.00147739
2.475 0.0210172 0.00149672
2.525 0.0169052 0.00133954
2.575 0.0133017 0.00107509
2.625 0.0102069 0.000690581
2.675 0.00756897 0.000783668
2.725 0.00557759 0.00071258
2.775 0.00412931 0.000628007
2.825 0.00317241 0.000527964
2.875 0.00217241 0.000445182
2.925 0.00143966 0.000343592
2.975 0.00102586 0.000223964
3.025 0.000724138 0.00020276
3.075 0.000491379 0.000184602
3.125 0.000344828 0.000144252
3.175 0.000275862 0.000106562
3.225 0.000181034 7.15829e-05
3.275 0.000172414 9.04146e-05
3.325 8.62069e-05 6.03448e-05
3.375 4.31034e-05 3.42123e-05
3.425 8.62069e-06 8.40241e-06
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
